"AB_category"	"category_description"	"gene"	"gene_description"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB66"	"QnrB66 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB67"	"QnrB67 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB68"	"QnrB68 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB69"	"QnrB69 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB70"	"QnrB70 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB71"	"QnrB71 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB72"	"QnrB72 is a plasmid-mediated quinolone resistance protein found in Citrobacter sp. TR21_24"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB73"	"QnrB73 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB74"	"QnrB74 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrC"	"QnrC is a plasmid-mediated quinolone resistance protein found in Proteus mirabilis"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrD1"	"QnrD1 is a plasmid-mediated quinolone resistance protein found in Salmonella enterica"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrD2"	"QnrD2 is a plasmid-mediated quinolone resistance protein found in Salmonella enterica"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrS1"	"QnrS1 is a plasmid-mediated quinolone resistance protein found in Shigella flexneri"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrS2"	"QnrS2 is a plasmid-mediated quinolone resistance protein found in Salmonella enterica"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrS3"	"QnrS3 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrS4"	"QnrS4 is a plasmid-mediated quinolone resistance protein found in Salmonella enterica"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrS5"	"QnrS5 is a plasmid-mediated quinolone resistance protein found in Aeromonas sobria"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrS6"	"QnrS6 is a plasmid-mediated quinolone resistance protein found in Aeromonas hydrophila"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrS7"	"QnrS7 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrS8"	"QnrS8 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrS9"	"QnrS9 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrVC1"	"QnrVC1 is an integron-mediated quinolone resistance protein found in Vibrio cholerae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrVC3"	"QnrVC3 is an integron-mediated quinolone resistance protein found in Vibrio cholerae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrVC4"	"QnrVC4 is an integron-mediated quinolone resistance protein found in Aeromonas punctata"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrVC5"	"QnrVC5 is an integron-mediated quinolone resistance protein found in Vibrio fluvialis"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrVC6"	"QnrVC6 is an integron-mediated quinolone resistance protein found in Acinetobacter baumannii"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"pp-flo"	"pp-flo is a plasmid chloramphenicol exporter that is found in Photobacterium damselae subsp. piscicida"
"lincosamide"	"Lincosamides (e.g. lincomycin, clindamycin) are a class of drugs which bind to the 23s portion of the 50S subunit of bacterial ribosomes. This interaction inhibits early elongation of peptide chains by inhibiting the transpeptidase reaction, acting similarly to macrolides."	"lmrB"	"lmrB is a chromosomally-encoded efflux pump that confers resistance to lincosamides in Bacillus subtilis"
"streptogramin antibiotic"	"Streptogramin antibiotics are natural products produced by various members of the Streptomyces genus. These antibiotics bind to the P site of the 50S subunit of bacterial ribosomes to inhibit protein synthesis. The family consists of two subgroups, type A and type B, which are simultaneously produced by the same bacterial species in a ratio of roughly 70:30."	"clbA"	"clbA is a plasmid-encoded cfr gene found in Bacillus amyloliquefaciens"
"macrolide"	"Macrolides are a group of drugs (typically antibiotics) that have a large macrocyclic lactone ring of 12-16 carbons to which one or more deoxy sugars, usually cladinose and desosamine, may be attached. Macrolides bind to the 50S-subunit of bacterial ribosomes, inhibiting the synthesis of vital proteins."	"clbA"	"clbA is a plasmid-encoded cfr gene found in Bacillus amyloliquefaciens"
"lincosamide"	"Lincosamides (e.g. lincomycin, clindamycin) are a class of drugs which bind to the 23s portion of the 50S subunit of bacterial ribosomes. This interaction inhibits early elongation of peptide chains by inhibiting the transpeptidase reaction, acting similarly to macrolides."	"clbA"	"clbA is a plasmid-encoded cfr gene found in Bacillus amyloliquefaciens"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"clbA"	"clbA is a plasmid-encoded cfr gene found in Bacillus amyloliquefaciens"
"streptogramin antibiotic"	"Streptogramin antibiotics are natural products produced by various members of the Streptomyces genus. These antibiotics bind to the P site of the 50S subunit of bacterial ribosomes to inhibit protein synthesis. The family consists of two subgroups, type A and type B, which are simultaneously produced by the same bacterial species in a ratio of roughly 70:30."	"clbB"	"clbB is a plasmid-encoded cfr gene found in Bacillus brevis"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"clbB"	"clbB is a plasmid-encoded cfr gene found in Bacillus brevis"
"macrolide"	"Macrolides are a group of drugs (typically antibiotics) that have a large macrocyclic lactone ring of 12-16 carbons to which one or more deoxy sugars, usually cladinose and desosamine, may be attached. Macrolides bind to the 50S-subunit of bacterial ribosomes, inhibiting the synthesis of vital proteins."	"clbB"	"clbB is a plasmid-encoded cfr gene found in Bacillus brevis"
"lincosamide"	"Lincosamides (e.g. lincomycin, clindamycin) are a class of drugs which bind to the 23s portion of the 50S subunit of bacterial ribosomes. This interaction inhibits early elongation of peptide chains by inhibiting the transpeptidase reaction, acting similarly to macrolides."	"clbB"	"clbB is a plasmid-encoded cfr gene found in Bacillus brevis"
