"AB_category"	"category_description"	"gene"	"gene_description"
"Gold (Au)"	""	"golS"	"merR-type regulator; GolS directly controls the expression of golT and golB;  Each component of the GolS regulon, i.e. the P-type ATPase GolT; and the metal-binding polypeptide GolB, are required for full gold-tolerance"
"Copper (Cu)"	""	"golT"	"Cation transporting P-type ATPase; belongs to the gold-responsive, gol regulon; In the absence of CopA, GolS becomes responsive to copper, inducing the expression of golT, which functionally substitutes CopA for cytosolic copper export"
"Gold (Au)"	""	"golT"	"Cation transporting P-type ATPase; belongs to the gold-responsive, gol regulon; In the absence of CopA, GolS becomes responsive to copper, inducing the expression of golT, which functionally substitutes CopA for cytosolic copper export"
"Gold (Au)"	""	"gesA"	"The gold (Au2+) resistance efflux pump, GesABC (induced by GolS in the presence of Au2+; also mediates drug resistance when induced by Au2+. Also exports a variety of organic chemicals including chloramphenicol."
"Thiazinium"	""	"gesA"	"The gold (Au2+) resistance efflux pump, GesABC (induced by GolS in the presence of Au2+; also mediates drug resistance when induced by Au2+. Also exports a variety of organic chemicals including chloramphenicol."
"Triarylmethane"	""	"gesA"	"The gold (Au2+) resistance efflux pump, GesABC (induced by GolS in the presence of Au2+; also mediates drug resistance when induced by Au2+. Also exports a variety of organic chemicals including chloramphenicol."
"Gold (Au)"	""	"gesB"	"The gold (Au2+) resistance efflux pump, GesABC (induced by GolS in the presence of Au2+; also mediates drug resistance when induced by Au2+. Also exports a variety of organic chemicals including chloramphenicol."
"Thiazinium"	""	"gesB"	"The gold (Au2+) resistance efflux pump, GesABC (induced by GolS in the presence of Au2+; also mediates drug resistance when induced by Au2+. Also exports a variety of organic chemicals including chloramphenicol."
"Triarylmethane"	""	"gesB"	"The gold (Au2+) resistance efflux pump, GesABC (induced by GolS in the presence of Au2+; also mediates drug resistance when induced by Au2+. Also exports a variety of organic chemicals including chloramphenicol."
"Gold (Au)"	""	"gesC"	"The gold (Au2+) resistance efflux pump, GesABC (induced by GolS in the presence of Au2+; also mediates drug resistance when induced by Au2+. Also exports a variety of organic chemicals including chloramphenicol."
"Thiazinium"	""	"gesC"	"The gold (Au2+) resistance efflux pump, GesABC (induced by GolS in the presence of Au2+; also mediates drug resistance when induced by Au2+. Also exports a variety of organic chemicals including chloramphenicol."
"Triarylmethane"	""	"gesC"	"The gold (Au2+) resistance efflux pump, GesABC (induced by GolS in the presence of Au2+; also mediates drug resistance when induced by Au2+. Also exports a variety of organic chemicals including chloramphenicol."
"Copper (Cu)"	""	"cuiD"	"A multi-copper oxidase gene code for Cu-inducible periplasmic protein; CuiD is required for both copper homeostasis and the copper resistance response in the presence and in the absence of oxygen; Probably involved in periplasmic detoxification of copper by oxidizing Cu+ to Cu2+ and thus preventing its uptake into the cytoplasm; cuiD may be involved in oxidative stress response"
"Peroxides"	""	"cuiD"	"A multi-copper oxidase gene code for Cu-inducible periplasmic protein; CuiD is required for both copper homeostasis and the copper resistance response in the presence and in the absence of oxygen; Probably involved in periplasmic detoxification of copper by oxidizing Cu+ to Cu2+ and thus preventing its uptake into the cytoplasm; cuiD may be involved in oxidative stress response"
"Iron (Fe)"	""	"nia"	"P1B-5-ATPase; Has role in detoxification of Fe (II)+ and Ni (II)+ under free living conditions as well as in symbiosis."
"Nickel (Ni)"	""	"nia"	"P1B-5-ATPase; Has role in detoxification of Fe (II)+ and Ni (II)+ under free living conditions as well as in symbiosis."
"Mercury (Hg)"	""	"merP"	"Periplasmic mercuric ion binding protein."
"Mercury (Hg)"	""	"merT"	"Mercuric ion transport protein."
"Xanthene"	""	"adeC"	"AdeC outer membrane protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Organo-sulfate"	""	"adeC"	"AdeC outer membrane protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Acridine"	""	"adeC"	"AdeC outer membrane protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Quaternary Ammonium Compounds (QACs)"	""	"adeC"	"AdeC outer membrane protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Biguanides"	""	"adeC"	"AdeC outer membrane protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Diamindine"	""	"adeC"	"AdeC outer membrane protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Acid"	""	"adeC"	"AdeC outer membrane protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Phenanthridine"	""	"adeC"	"AdeC outer membrane protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Paraquat"	""	"adeC"	"AdeC outer membrane protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"QAC-Glutaraldehyde"	""	"adeC"	"AdeC outer membrane protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Phenyl"	""	"adeC"	"AdeC outer membrane protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Xanthene"	""	"adeB"	"AdeB RND protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Organo-sulfate"	""	"adeB"	"AdeB RND protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Acridine"	""	"adeB"	"AdeB RND protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Quaternary Ammonium Compounds (QACs)"	""	"adeB"	"AdeB RND protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Biguanides"	""	"adeB"	"AdeB RND protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Diamindine"	""	"adeB"	"AdeB RND protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Acid"	""	"adeB"	"AdeB RND protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Phenanthridine"	""	"adeB"	"AdeB RND protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Paraquat"	""	"adeB"	"AdeB RND protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Synergise"	""	"adeB"	"AdeB RND protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Wex-cide-128."	""	"adeB"	"AdeB RND protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Xanthene"	""	"adeA"	"AdeA membrane fusion protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Organo-sulfate"	""	"adeA"	"AdeA membrane fusion protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Acridine"	""	"adeA"	"AdeA membrane fusion protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Quaternary Ammonium Compounds (QACs)"	""	"adeA"	"AdeA membrane fusion protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Biguanides"	""	"adeA"	"AdeA membrane fusion protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Diamindine"	""	"adeA"	"AdeA membrane fusion protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Acid"	""	"adeA"	"AdeA membrane fusion protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
"Phenanthridine"	""	"adeA"	"AdeA membrane fusion protein. Part of the AdeABC efflux system. Confers resistance to antibiotics such as aminoglycosides, beta-lactams, chloramphenicol, tetracycline, tigercycline, trimethoprim, fluoroquinolones and other antibacterial compounds such as dyes, diamidines, biguanides, QACs and anionic detergents."
